NewSimName,SimulationName,Seed,SeedInf,NumDays,VaccineFile,OutputPath,ReportFile,DiseaseRates,LocationFile,TrajectoryFile,BirthsFile,ForceOfImportationFile,InitialFoiFile,HumanImmunityDays,EmergenceFactor,MosquitoInfectiousness,MosquitoMoveProbability,MosquitoRatesFile,vaccination_strategy,vaccine_prop_inf_4,vaccine_ID,vaccine_efficacy_mean,vaccine_efficacy_serotype,vaccine_efficacy_serostatus
sim_0167,sim_167,282697780,282697780,11315,vaccine_settings_167.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_167.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_167.csv,routine,0.9423828125,4,0.78916015625,0.095947265625,0.078662109375
sim_0168,sim_168,377423738,377423738,11315,vaccine_settings_168.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_168.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_168.csv,routine,0.0048828125,4,0.39541015625,0.142822265625,0.106787109375
sim_0169,sim_169,1135231400,1135231400,11315,vaccine_settings_169.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_169.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_169.csv,routine,0.5048828125,4,0.74541015625,0.067822265625,0.031787109375
sim_0170,sim_170,1514135230,1514135230,11315,vaccine_settings_170.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_170.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_170.csv,routine,0.2548828125,4,0.57041015625,0.105322265625,0.069287109375
sim_0171,sim_171,756327569,756327569,11315,vaccine_settings_171.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_171.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_171.csv,routine,0.7548828125,4,0.22041015625,0.030322265625,0.144287109375
sim_0172,sim_172,566875654,566875654,11315,vaccine_settings_172.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_172.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_172.csv,routine,0.3798828125,4,0.83291015625,0.124072265625,0.050537109375
sim_0173,sim_173,1324683315,1324683315,11315,vaccine_settings_173.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_173.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_173.csv,routine,0.8798828125,4,0.48291015625,0.049072265625,0.125537109375
sim_0174,sim_174,945779484,945779484,11315,vaccine_settings_174.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_174.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_174.csv,routine,0.1298828125,4,0.30791015625,0.086572265625,0.088037109375
sim_0175,sim_175,187971823,187971823,11315,vaccine_settings_175.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_175.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_175.csv,routine,0.6298828125,4,0.65791015625,0.011572265625,0.013037109375
sim_0176,sim_176,140608844,140608844,11315,vaccine_settings_176.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_176.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_176.csv,routine,0.1611328125,4,0.72353515625,0.025634765625,0.064599609375
sim_0177,sim_177,898416505,898416505,11315,vaccine_settings_177.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_177.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_177.csv,routine,0.6611328125,4,0.37353515625,0.100634765625,0.139599609375
sim_0178,sim_178,1277320336,1277320336,11315,vaccine_settings_178.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_178.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_178.csv,routine,0.4111328125,4,0.19853515625,0.063134765625,0.102099609375
sim_0179,sim_179,519512675,519512675,11315,vaccine_settings_179.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_179.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_179.csv,routine,0.9111328125,4,0.54853515625,0.138134765625,0.027099609375
sim_0180,sim_180,708964590,708964590,11315,vaccine_settings_180.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_180.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_180.csv,routine,0.2861328125,4,0.46103515625,0.006884765625,0.083349609375
sim_0181,sim_181,1466772252,1466772252,11315,vaccine_settings_181.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_181.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_181.csv,routine,0.7861328125,4,0.81103515625,0.081884765625,0.008349609375
sim_0182,sim_182,1087868421,1087868421,11315,vaccine_settings_182.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_182.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_182.csv,routine,0.0361328125,4,0.63603515625,0.044384765625,0.045849609375
sim_0183,sim_183,330060759,330060759,11315,vaccine_settings_183.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_183.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_183.csv,routine,0.5361328125,4,0.28603515625,0.119384765625,0.120849609375
sim_0184,sim_184,235334802,235334802,11315,vaccine_settings_184.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_184.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_184.csv,routine,0.4736328125,4,0.50478515625,0.091259765625,0.148974609375
sim_0185,sim_185,993142463,993142463,11315,vaccine_settings_185.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_185.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_185.csv,routine,0.9736328125,4,0.15478515625,0.016259765625,0.073974609375
sim_0186,sim_186,1372046294,1372046294,11315,vaccine_settings_186.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_186.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_186.csv,routine,0.2236328125,4,0.32978515625,0.128759765625,0.036474609375
sim_0187,sim_187,614238632,614238632,11315,vaccine_settings_187.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_187.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_187.csv,routine,0.7236328125,4,0.67978515625,0.053759765625,0.111474609375
sim_0188,sim_188,424786717,424786717,11315,vaccine_settings_188.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_188.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_188.csv,routine,0.0986328125,4,0.24228515625,0.110009765625,0.017724609375
sim_0189,sim_189,1182594379,1182594379,11315,vaccine_settings_189.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_189.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_189.csv,routine,0.5986328125,4,0.59228515625,0.035009765625,0.092724609375
sim_0190,sim_190,803690548,803690548,11315,vaccine_settings_190.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_190.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_190.csv,routine,0.3486328125,4,0.76728515625,0.147509765625,0.130224609375
sim_0191,sim_191,45882886,45882886,11315,vaccine_settings_191.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_191.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_191.csv,routine,0.8486328125,4,0.41728515625,0.072509765625,0.055224609375
sim_0192,sim_192,34042142,34042142,11315,vaccine_settings_192.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_192.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_192.csv,routine,0.4501953125,4,0.78369140625,0.015087890625,0.096240234375
sim_0193,sim_193,791849803,791849803,11315,vaccine_settings_193.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_193.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_193.csv,routine,0.9501953125,4,0.43369140625,0.090087890625,0.021240234375
sim_0194,sim_194,1170753634,1170753634,11315,vaccine_settings_194.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_194.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_194.csv,routine,0.2001953125,4,0.25869140625,0.052587890625,0.058740234375
sim_0195,sim_195,412945972,412945972,11315,vaccine_settings_195.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_195.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_195.csv,routine,0.7001953125,4,0.60869140625,0.127587890625,0.133740234375
sim_0196,sim_196,602397888,602397888,11315,vaccine_settings_196.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_196.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_196.csv,routine,0.0751953125,4,0.34619140625,0.033837890625,0.039990234375
sim_0197,sim_197,1360205549,1360205549,11315,vaccine_settings_197.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_197.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_197.csv,routine,0.5751953125,4,0.69619140625,0.108837890625,0.114990234375
sim_0198,sim_198,981301718,981301718,11315,vaccine_settings_198.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_198.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_198.csv,routine,0.3251953125,4,0.52119140625,0.071337890625,0.077490234375
sim_0199,sim_199,223494057,223494057,11315,vaccine_settings_199.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_199.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_199.csv,routine,0.8251953125,4,0.17119140625,0.146337890625,0.002490234375
sim_0200,sim_200,318220015,318220015,11315,vaccine_settings_200.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_200.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_200.csv,routine,0.1376953125,4,0.65244140625,0.099462890625,0.030615234375
sim_0201,sim_201,1076027676,1076027676,11315,vaccine_settings_201.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_201.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_201.csv,routine,0.6376953125,4,0.30244140625,0.024462890625,0.105615234375
sim_0202,sim_202,1454931507,1454931507,11315,vaccine_settings_202.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_202.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_202.csv,routine,0.3876953125,4,0.47744140625,0.136962890625,0.143115234375
sim_0203,sim_203,697123845,697123845,11315,vaccine_settings_203.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_203.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_203.csv,routine,0.8876953125,4,0.82744140625,0.061962890625,0.068115234375
sim_0204,sim_204,507671930,507671930,11315,vaccine_settings_204.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_204.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_204.csv,routine,0.2626953125,4,0.21494140625,0.080712890625,0.124365234375
sim_0205,sim_205,1265479591,1265479591,11315,vaccine_settings_205.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_205.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_205.csv,routine,0.7626953125,4,0.56494140625,0.005712890625,0.049365234375
sim_0206,sim_206,886575761,886575761,11315,vaccine_settings_206.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_206.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_206.csv,routine,0.0126953125,4,0.73994140625,0.118212890625,0.011865234375
sim_0207,sim_207,128768099,128768099,11315,vaccine_settings_207.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_207.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_207.csv,routine,0.5126953125,4,0.38994140625,0.043212890625,0.086865234375
sim_0208,sim_208,176131078,176131078,11315,vaccine_settings_208.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_208.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_208.csv,routine,0.0439453125,4,0.32431640625,0.066650390625,0.138427734375
sim_0209,sim_209,933938740,933938740,11315,vaccine_settings_209.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_209.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_209.csv,routine,0.5439453125,4,0.67431640625,0.141650390625,0.063427734375
sim_0210,sim_210,1312842570,1312842570,11315,vaccine_settings_210.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_210.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_210.csv,routine,0.2939453125,4,0.84931640625,0.029150390625,0.025927734375
sim_0211,sim_211,555034909,555034909,11315,vaccine_settings_211.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_211.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_211.csv,routine,0.7939453125,4,0.49931640625,0.104150390625,0.100927734375
sim_0212,sim_212,744486824,744486824,11315,vaccine_settings_212.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_212.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_212.csv,routine,0.4189453125,4,0.58681640625,0.047900390625,0.007177734375
sim_0213,sim_213,1502294486,1502294486,11315,vaccine_settings_213.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_213.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_213.csv,routine,0.9189453125,4,0.23681640625,0.122900390625,0.082177734375
sim_0214,sim_214,1123390655,1123390655,11315,vaccine_settings_214.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_214.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_214.csv,routine,0.1689453125,4,0.41181640625,0.010400390625,0.119677734375
sim_0215,sim_215,365582993,365582993,11315,vaccine_settings_215.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_215.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_215.csv,routine,0.6689453125,4,0.76181640625,0.085400390625,0.044677734375
sim_0216,sim_216,270857036,270857036,11315,vaccine_settings_216.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_216.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_216.csv,routine,0.3564453125,4,0.45556640625,0.113525390625,0.072802734375
sim_0217,sim_217,1028664697,1028664697,11315,vaccine_settings_217.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_217.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_217.csv,routine,0.8564453125,4,0.80556640625,0.038525390625,0.147802734375
sim_0218,sim_218,1407568528,1407568528,11315,vaccine_settings_218.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_218.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_218.csv,routine,0.1064453125,4,0.63056640625,0.076025390625,0.110302734375
sim_0219,sim_219,649760867,649760867,11315,vaccine_settings_219.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_219.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_219.csv,routine,0.6064453125,4,0.28056640625,0.001025390625,0.035302734375
sim_0220,sim_220,460308951,460308951,11315,vaccine_settings_220.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_220.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_220.csv,routine,0.2314453125,4,0.71806640625,0.132275390625,0.091552734375
sim_0221,sim_221,1218116613,1218116613,11315,vaccine_settings_221.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_221.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_221.csv,routine,0.7314453125,4,0.36806640625,0.057275390625,0.016552734375
sim_0222,sim_222,839212782,839212782,11315,vaccine_settings_222.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_222.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_222.csv,routine,0.4814453125,4,0.19306640625,0.094775390625,0.054052734375
sim_0223,sim_223,81405120,81405120,11315,vaccine_settings_223.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_223.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_223.csv,routine,0.9814453125,4,0.54306640625,0.019775390625,0.129052734375
sim_0224,sim_224,57723631,57723631,11315,vaccine_settings_224.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_224.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_224.csv,routine,0.2158203125,4,0.48837890625,0.083056640625,0.009521484375
sim_0225,sim_225,815531292,815531292,11315,vaccine_settings_225.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_225.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_225.csv,routine,0.7158203125,4,0.83837890625,0.008056640625,0.084521484375
sim_0226,sim_226,1194435123,1194435123,11315,vaccine_settings_226.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_226.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_226.csv,routine,0.4658203125,4,0.66337890625,0.120556640625,0.122021484375
sim_0227,sim_227,436627462,436627462,11315,vaccine_settings_227.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_227.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_227.csv,routine,0.9658203125,4,0.31337890625,0.045556640625,0.047021484375
sim_0228,sim_228,626079377,626079377,11315,vaccine_settings_228.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_228.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_228.csv,routine,0.3408203125,4,0.75087890625,0.101806640625,0.140771484375
sim_0229,sim_229,1383887039,1383887039,11315,vaccine_settings_229.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_229.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_229.csv,routine,0.8408203125,4,0.40087890625,0.026806640625,0.065771484375
sim_0230,sim_230,1004983208,1004983208,11315,vaccine_settings_230.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_230.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_230.csv,routine,0.0908203125,4,0.22587890625,0.139306640625,0.028271484375
sim_0231,sim_231,247175546,247175546,11315,vaccine_settings_231.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_231.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_231.csv,routine,0.5908203125,4,0.57587890625,0.064306640625,0.103271484375
sim_0232,sim_232,341901504,341901504,11315,vaccine_settings_232.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_232.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_232.csv,routine,0.4033203125,4,0.26962890625,0.036181640625,0.075146484375
sim_0233,sim_233,1099709166,1099709166,11315,vaccine_settings_233.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_233.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_233.csv,routine,0.9033203125,4,0.61962890625,0.111181640625,0.000146484375
sim_0234,sim_234,1478612996,1478612996,11315,vaccine_settings_234.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_234.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_234.csv,routine,0.1533203125,4,0.79462890625,0.073681640625,0.037646484375
sim_0235,sim_235,720805335,720805335,11315,vaccine_settings_235.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_235.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_235.csv,routine,0.6533203125,4,0.44462890625,0.148681640625,0.112646484375
sim_0236,sim_236,531353419,531353419,11315,vaccine_settings_236.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_236.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_236.csv,routine,0.0283203125,4,0.53212890625,0.017431640625,0.056396484375
sim_0237,sim_237,1289161081,1289161081,11315,vaccine_settings_237.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_237.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_237.csv,routine,0.5283203125,4,0.18212890625,0.092431640625,0.131396484375
sim_0238,sim_238,910257250,910257250,11315,vaccine_settings_238.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_238.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_238.csv,routine,0.2783203125,4,0.35712890625,0.054931640625,0.093896484375
sim_0239,sim_239,152449589,152449589,11315,vaccine_settings_239.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_239.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_239.csv,routine,0.7783203125,4,0.70712890625,0.129931640625,0.018896484375
sim_0240,sim_240,105086610,105086610,11315,vaccine_settings_240.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_240.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_240.csv,routine,0.3095703125,4,0.59775390625,0.134619140625,0.051708984375
sim_0241,sim_241,862894271,862894271,11315,vaccine_settings_241.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_241.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_241.csv,routine,0.8095703125,4,0.24775390625,0.059619140625,0.126708984375
sim_0242,sim_242,1241798102,1241798102,11315,vaccine_settings_242.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_242.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_242.csv,routine,0.0595703125,4,0.42275390625,0.097119140625,0.089208984375
sim_0243,sim_243,483990441,483990441,11315,vaccine_settings_243.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_243.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_243.csv,routine,0.5595703125,4,0.77275390625,0.022119140625,0.014208984375
sim_0244,sim_244,673442356,673442356,11315,vaccine_settings_244.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_244.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_244.csv,routine,0.1845703125,4,0.16025390625,0.115869140625,0.107958984375
sim_0245,sim_245,1431250017,1431250017,11315,vaccine_settings_245.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_245.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_245.csv,routine,0.6845703125,4,0.51025390625,0.040869140625,0.032958984375
sim_0246,sim_246,1052346187,1052346187,11315,vaccine_settings_246.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_246.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_246.csv,routine,0.4345703125,4,0.68525390625,0.078369140625,0.070458984375
sim_0247,sim_247,294538525,294538525,11315,vaccine_settings_247.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_247.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_247.csv,routine,0.9345703125,4,0.33525390625,0.003369140625,0.145458984375
sim_0248,sim_248,199812567,199812567,11315,vaccine_settings_248.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_248.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_248.csv,routine,0.1220703125,4,0.81650390625,0.050244140625,0.117333984375
sim_0249,sim_249,957620229,957620229,11315,vaccine_settings_249.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_249.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_249.csv,routine,0.6220703125,4,0.46650390625,0.125244140625,0.042333984375
sim_0250,sim_250,1336524060,1336524060,11315,vaccine_settings_250.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_250.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_250.csv,routine,0.3720703125,4,0.29150390625,0.012744140625,0.004833984375
