SimulationName,Seed,SeedInf,NumDays,VaccineFile,OutputPath,ReportFile,DiseaseRates,LocationFile,TrajectoryFile,BirthsFile,ForceOfImportationFile,InitialFoiFile,HumanImmunityDays,EmergenceFactor,MosquitoInfectiousness,MosquitoMoveProbability,MosquitoRatesFile,AttractivenessShape,AsymptomaticRatio,vaccination_strategy,vaccine_prop_inf_1,vaccine_ID,vaccine_normdev_pos_1,vaccine_normdev_neg_1
sim_532,726639779,726639779,11315,vaccine_settings_532.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_532.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_532.csv,-1,0.5,routine,0.47021484375,1,0.66650390625,0.66650390625
sim_533,1499307623,1499307623,11315,vaccine_settings_533.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_533.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_533.csv,-1,0.5,routine,0.97021484375,1,0.16650390625,0.16650390625
sim_534,1112973701,1112973701,11315,vaccine_settings_534.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_534.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_534.csv,-1,0.5,routine,0.22021484375,1,0.41650390625,0.41650390625
sim_535,340305857,340305857,11315,vaccine_settings_535.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_535.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_535.csv,-1,0.5,routine,0.72021484375,1,0.91650390625,0.91650390625
sim_536,243722377,243722377,11315,vaccine_settings_536.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_536.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_536.csv,-1,0.5,routine,0.28271484375,1,0.35400390625,0.35400390625
sim_537,1016390220,1016390220,11315,vaccine_settings_537.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_537.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_537.csv,-1,0.5,routine,0.78271484375,1,0.85400390625,0.85400390625
sim_538,1402724142,1402724142,11315,vaccine_settings_538.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_538.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_538.csv,-1,0.5,routine,0.03271484375,1,0.60400390625,0.60400390625
sim_539,630056299,630056299,11315,vaccine_settings_539.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_539.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_539.csv,-1,0.5,routine,0.53271484375,1,0.10400390625,0.10400390625
sim_540,436889338,436889338,11315,vaccine_settings_540.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_540.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_540.csv,-1,0.5,routine,0.15771484375,1,0.97900390625,0.97900390625
sim_541,1209557181,1209557181,11315,vaccine_settings_541.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_541.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_541.csv,-1,0.5,routine,0.65771484375,1,0.47900390625,0.47900390625
sim_542,823223260,823223260,11315,vaccine_settings_542.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_542.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_542.csv,-1,0.5,routine,0.40771484375,1,0.22900390625,0.22900390625
sim_543,50555416,50555416,11315,vaccine_settings_543.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_543.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_543.csv,-1,0.5,routine,0.90771484375,1,0.72900390625,0.72900390625
sim_544,74701286,74701286,11315,vaccine_settings_544.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_544.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_544.csv,-1,0.5,routine,0.14208984375,1,0.30712890625,0.30712890625
sim_545,847369130,847369130,11315,vaccine_settings_545.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_545.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_545.csv,-1,0.5,routine,0.64208984375,1,0.80712890625,0.80712890625
sim_546,1233703051,1233703051,11315,vaccine_settings_546.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_546.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_546.csv,-1,0.5,routine,0.39208984375,1,0.55712890625,0.55712890625
sim_547,461035208,461035208,11315,vaccine_settings_547.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_547.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_547.csv,-1,0.5,routine,0.89208984375,1,0.05712890625,0.05712890625
sim_548,654202169,654202169,11315,vaccine_settings_548.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_548.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_548.csv,-1,0.5,routine,0.26708984375,1,0.93212890625,0.93212890625
sim_549,1426870012,1426870012,11315,vaccine_settings_549.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_549.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_549.csv,-1,0.5,routine,0.76708984375,1,0.43212890625,0.43212890625
sim_550,1040536091,1040536091,11315,vaccine_settings_550.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_550.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_550.csv,-1,0.5,routine,0.01708984375,1,0.18212890625,0.18212890625
sim_551,267868247,267868247,11315,vaccine_settings_551.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_551.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_551.csv,-1,0.5,routine,0.51708984375,1,0.68212890625,0.68212890625
sim_552,364451727,364451727,11315,vaccine_settings_552.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_552.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_552.csv,-1,0.5,routine,0.45458984375,1,0.11962890625,0.11962890625
sim_553,1137119571,1137119571,11315,vaccine_settings_553.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_553.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_553.csv,-1,0.5,routine,0.95458984375,1,0.61962890625,0.61962890625
sim_554,1523453493,1523453493,11315,vaccine_settings_554.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_554.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_554.csv,-1,0.5,routine,0.20458984375,1,0.86962890625,0.86962890625
sim_555,750785649,750785649,11315,vaccine_settings_555.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_555.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_555.csv,-1,0.5,routine,0.70458984375,1,0.36962890625,0.36962890625
sim_556,557618688,557618688,11315,vaccine_settings_556.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_556.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_556.csv,-1,0.5,routine,0.07958984375,1,0.74462890625,0.74462890625
sim_557,1330286532,1330286532,11315,vaccine_settings_557.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_557.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_557.csv,-1,0.5,routine,0.57958984375,1,0.24462890625,0.24462890625
sim_558,943952610,943952610,11315,vaccine_settings_558.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_558.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_558.csv,-1,0.5,routine,0.32958984375,1,0.49462890625,0.49462890625
sim_559,171284767,171284767,11315,vaccine_settings_559.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_559.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_559.csv,-1,0.5,routine,0.82958984375,1,0.99462890625,0.99462890625
sim_560,122993026,122993026,11315,vaccine_settings_560.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_560.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_560.csv,-1,0.5,routine,0.36083984375,1,0.58837890625,0.58837890625
sim_561,895660870,895660870,11315,vaccine_settings_561.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_561.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_561.csv,-1,0.5,routine,0.86083984375,1,0.08837890625,0.08837890625
sim_562,1281994792,1281994792,11315,vaccine_settings_562.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_562.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_562.csv,-1,0.5,routine,0.11083984375,1,0.33837890625,0.33837890625
sim_563,509326948,509326948,11315,vaccine_settings_563.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_563.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_563.csv,-1,0.5,routine,0.61083984375,1,0.83837890625,0.83837890625
sim_564,702493909,702493909,11315,vaccine_settings_564.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_564.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_564.csv,-1,0.5,routine,0.23583984375,1,0.21337890625,0.21337890625
sim_565,1475161752,1475161752,11315,vaccine_settings_565.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_565.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_565.csv,-1,0.5,routine,0.73583984375,1,0.71337890625,0.71337890625
sim_566,1088827831,1088827831,11315,vaccine_settings_566.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_566.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_566.csv,-1,0.5,routine,0.48583984375,1,0.96337890625,0.96337890625
sim_567,316159987,316159987,11315,vaccine_settings_567.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_567.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_567.csv,-1,0.5,routine,0.98583984375,1,0.46337890625,0.46337890625
sim_568,219576507,219576507,11315,vaccine_settings_568.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_568.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_568.csv,-1,0.5,routine,0.04833984375,1,0.77587890625,0.77587890625
sim_569,992244350,992244350,11315,vaccine_settings_569.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_569.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_569.csv,-1,0.5,routine,0.54833984375,1,0.27587890625,0.27587890625
sim_570,1378578272,1378578272,11315,vaccine_settings_570.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_570.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_570.csv,-1,0.5,routine,0.29833984375,1,0.02587890625,0.02587890625
sim_571,605910429,605910429,11315,vaccine_settings_571.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_571.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_571.csv,-1,0.5,routine,0.79833984375,1,0.52587890625,0.52587890625
sim_572,412743468,412743468,11315,vaccine_settings_572.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_572.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_572.csv,-1,0.5,routine,0.42333984375,1,0.40087890625,0.40087890625
sim_573,1185411311,1185411311,11315,vaccine_settings_573.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_573.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_573.csv,-1,0.5,routine,0.92333984375,1,0.90087890625,0.90087890625
sim_574,799077389,799077389,11315,vaccine_settings_574.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_574.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_574.csv,-1,0.5,routine,0.17333984375,1,0.65087890625,0.65087890625
sim_575,26409546,26409546,11315,vaccine_settings_575.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_575.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_575.csv,-1,0.5,routine,0.67333984375,1,0.15087890625,0.15087890625
sim_576,38482481,38482481,11315,vaccine_settings_576.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_576.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_576.csv,-1,0.5,routine,0.02490234375,1,0.62744140625,0.62744140625
sim_577,811150324,811150324,11315,vaccine_settings_577.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_577.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_577.csv,-1,0.5,routine,0.52490234375,1,0.12744140625,0.12744140625
sim_578,1197484246,1197484246,11315,vaccine_settings_578.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_578.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_578.csv,-1,0.5,routine,0.27490234375,1,0.37744140625,0.37744140625
sim_579,424816403,424816403,11315,vaccine_settings_579.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_579.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_579.csv,-1,0.5,routine,0.77490234375,1,0.87744140625,0.87744140625
sim_580,617983364,617983364,11315,vaccine_settings_580.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_580.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_580.csv,-1,0.5,routine,0.39990234375,1,0.00244140625,0.00244140625
sim_581,1390651207,1390651207,11315,vaccine_settings_581.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_581.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_581.csv,-1,0.5,routine,0.89990234375,1,0.50244140625,0.50244140625
sim_582,1004317285,1004317285,11315,vaccine_settings_582.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_582.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_582.csv,-1,0.5,routine,0.14990234375,1,0.75244140625,0.75244140625
sim_583,231649442,231649442,11315,vaccine_settings_583.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_583.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_583.csv,-1,0.5,routine,0.64990234375,1,0.25244140625,0.25244140625
sim_584,328232922,328232922,11315,vaccine_settings_584.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_584.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_584.csv,-1,0.5,routine,0.33740234375,1,0.93994140625,0.93994140625
sim_585,1100900766,1100900766,11315,vaccine_settings_585.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_585.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_585.csv,-1,0.5,routine,0.83740234375,1,0.43994140625,0.43994140625
sim_586,1487234688,1487234688,11315,vaccine_settings_586.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_586.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_586.csv,-1,0.5,routine,0.08740234375,1,0.18994140625,0.18994140625
sim_587,714566844,714566844,11315,vaccine_settings_587.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_587.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_587.csv,-1,0.5,routine,0.58740234375,1,0.68994140625,0.68994140625
sim_588,521399883,521399883,11315,vaccine_settings_588.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_588.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_588.csv,-1,0.5,routine,0.21240234375,1,0.31494140625,0.31494140625
sim_589,1294067727,1294067727,11315,vaccine_settings_589.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_589.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_589.csv,-1,0.5,routine,0.71240234375,1,0.81494140625,0.81494140625
sim_590,907733805,907733805,11315,vaccine_settings_590.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_590.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_590.csv,-1,0.5,routine,0.46240234375,1,0.56494140625,0.56494140625
sim_591,135065961,135065961,11315,vaccine_settings_591.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_591.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_591.csv,-1,0.5,routine,0.96240234375,1,0.06494140625,0.06494140625
sim_592,183357702,183357702,11315,vaccine_settings_592.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_592.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_592.csv,-1,0.5,routine,0.49365234375,1,0.47119140625,0.47119140625
sim_593,956025545,956025545,11315,vaccine_settings_593.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_593.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_593.csv,-1,0.5,routine,0.99365234375,1,0.97119140625,0.97119140625
sim_594,1342359467,1342359467,11315,vaccine_settings_594.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_594.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_594.csv,-1,0.5,routine,0.24365234375,1,0.72119140625,0.72119140625
sim_595,569691623,569691623,11315,vaccine_settings_595.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_595.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_595.csv,-1,0.5,routine,0.74365234375,1,0.22119140625,0.22119140625
sim_596,762858584,762858584,11315,vaccine_settings_596.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_596.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_596.csv,-1,0.5,routine,0.11865234375,1,0.84619140625,0.84619140625
sim_597,1535526428,1535526428,11315,vaccine_settings_597.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_597.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_597.csv,-1,0.5,routine,0.61865234375,1,0.34619140625,0.34619140625
sim_598,1149192506,1149192506,11315,vaccine_settings_598.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_598.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_598.csv,-1,0.5,routine,0.36865234375,1,0.09619140625,0.09619140625
sim_599,376524663,376524663,11315,vaccine_settings_599.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_599.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_599.csv,-1,0.5,routine,0.86865234375,1,0.59619140625,0.59619140625
sim_600,279941182,279941182,11315,vaccine_settings_600.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_600.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_600.csv,-1,0.5,routine,0.18115234375,1,0.15869140625,0.15869140625
sim_601,1052609026,1052609026,11315,vaccine_settings_601.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_601.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_601.csv,-1,0.5,routine,0.68115234375,1,0.65869140625,0.65869140625
sim_602,1438942947,1438942947,11315,vaccine_settings_602.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_602.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_602.csv,-1,0.5,routine,0.43115234375,1,0.90869140625,0.90869140625
sim_603,666275104,666275104,11315,vaccine_settings_603.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_603.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_603.csv,-1,0.5,routine,0.93115234375,1,0.40869140625,0.40869140625
sim_604,473108143,473108143,11315,vaccine_settings_604.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_604.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_604.csv,-1,0.5,routine,0.30615234375,1,0.53369140625,0.53369140625
sim_605,1245775986,1245775986,11315,vaccine_settings_605.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_605.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_605.csv,-1,0.5,routine,0.80615234375,1,0.03369140625,0.03369140625
sim_606,859442065,859442065,11315,vaccine_settings_606.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_606.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_606.csv,-1,0.5,routine,0.05615234375,1,0.28369140625,0.28369140625
sim_607,86774221,86774221,11315,vaccine_settings_607.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_607.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_607.csv,-1,0.5,routine,0.55615234375,1,0.78369140625,0.78369140625
sim_608,62628351,62628351,11315,vaccine_settings_608.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_608.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_608.csv,-1,0.5,routine,0.25927734375,1,0.23681640625,0.23681640625
sim_609,835296195,835296195,11315,vaccine_settings_609.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_609.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_609.csv,-1,0.5,routine,0.75927734375,1,0.73681640625,0.73681640625
sim_610,1221630116,1221630116,11315,vaccine_settings_610.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_610.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_610.csv,-1,0.5,routine,0.00927734375,1,0.98681640625,0.98681640625
sim_611,448962273,448962273,11315,vaccine_settings_611.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_611.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_611.csv,-1,0.5,routine,0.50927734375,1,0.48681640625,0.48681640625
sim_612,642129234,642129234,11315,vaccine_settings_612.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_612.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_612.csv,-1,0.5,routine,0.13427734375,1,0.61181640625,0.61181640625
sim_613,1414797077,1414797077,11315,vaccine_settings_613.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_613.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_613.csv,-1,0.5,routine,0.63427734375,1,0.11181640625,0.11181640625
sim_614,1028463155,1028463155,11315,vaccine_settings_614.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_614.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_614.csv,-1,0.5,routine,0.38427734375,1,0.36181640625,0.36181640625
sim_615,255795312,255795312,11315,vaccine_settings_615.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_615.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_615.csv,-1,0.5,routine,0.88427734375,1,0.86181640625,0.86181640625
sim_616,352378792,352378792,11315,vaccine_settings_616.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_616.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_616.csv,-1,0.5,routine,0.07177734375,1,0.42431640625,0.42431640625
sim_617,1125046636,1125046636,11315,vaccine_settings_617.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_617.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_617.csv,-1,0.5,routine,0.57177734375,1,0.92431640625,0.92431640625
sim_618,1511380558,1511380558,11315,vaccine_settings_618.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_618.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_618.csv,-1,0.5,routine,0.32177734375,1,0.67431640625,0.67431640625
