NewSimName,SimulationName,Seed,SeedInf,NumDays,VaccineFile,OutputPath,ReportFile,DiseaseRates,LocationFile,TrajectoryFile,BirthsFile,ForceOfImportationFile,InitialFoiFile,HumanImmunityDays,EmergenceFactor,MosquitoInfectiousness,MosquitoMoveProbability,MosquitoRatesFile,AttractivenessShape,AsymptomaticRatio,vaccination_strategy,vaccine_prop_inf_1,vaccine_ID,vaccine_normdev_pos_1,vaccine_normdev_neg_1
sim_0481,sim_481,822468701,822468701,11315,vaccine_settings_481.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_481.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_481.csv,-1,0.5,routine,0.7841796875,1,0.3603515625,0.3603515625
sim_0482,sim_482,1208802623,1208802623,11315,vaccine_settings_482.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_482.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_482.csv,-1,0.5,routine,0.0341796875,1,0.1103515625,0.1103515625
sim_0483,sim_483,436134779,436134779,11315,vaccine_settings_483.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_483.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_483.csv,-1,0.5,routine,0.5341796875,1,0.6103515625,0.6103515625
sim_0504,sim_504,194676078,194676078,11315,vaccine_settings_504.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_504.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_504.csv,-1,0.5,routine,0.3779296875,1,0.3291015625,0.3291015625
sim_0505,sim_505,967343922,967343922,11315,vaccine_settings_505.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_505.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_505.csv,-1,0.5,routine,0.8779296875,1,0.8291015625,0.8291015625
sim_0506,sim_506,1353677844,1353677844,11315,vaccine_settings_506.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_506.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_506.csv,-1,0.5,routine,0.1279296875,1,0.5791015625,0.5791015625
sim_0507,sim_507,581010000,581010000,11315,vaccine_settings_507.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_507.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_507.csv,-1,0.5,routine,0.6279296875,1,0.0791015625,0.0791015625
sim_0508,sim_508,387843039,387843039,11315,vaccine_settings_508.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_508.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_508.csv,-1,0.5,routine,0.0029296875,1,0.9541015625,0.9541015625
sim_0509,sim_509,1160510883,1160510883,11315,vaccine_settings_509.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_509.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_509.csv,-1,0.5,routine,0.5029296875,1,0.4541015625,0.4541015625
sim_0510,sim_510,774176961,774176961,11315,vaccine_settings_510.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_510.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_510.csv,-1,0.5,routine,0.2529296875,1,0.2041015625,0.2041015625
sim_0511,sim_511,1509117,1509117,11315,vaccine_settings_511.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_511.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_511.csv,-1,0.5,routine,0.7529296875,1,0.7041015625,0.7041015625
sim_0524,sim_524,485181078,485181078,11315,vaccine_settings_524.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_524.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_524.csv,-1,0.5,routine,0.31396484375,1,0.13525390625,0.13525390625
sim_0525,sim_525,1257848922,1257848922,11315,vaccine_settings_525.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_525.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_525.csv,-1,0.5,routine,0.81396484375,1,0.63525390625,0.63525390625
sim_0526,sim_526,871515000,871515000,11315,vaccine_settings_526.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_526.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_526.csv,-1,0.5,routine,0.06396484375,1,0.88525390625,0.88525390625
sim_0527,sim_527,98847156,98847156,11315,vaccine_settings_527.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_527.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_527.csv,-1,0.5,routine,0.56396484375,1,0.38525390625,0.38525390625
sim_0528,sim_528,147138896,147138896,11315,vaccine_settings_528.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_528.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_528.csv,-1,0.5,routine,0.09521484375,1,0.04150390625,0.04150390625
sim_0529,sim_529,919806740,919806740,11315,vaccine_settings_529.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_529.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_529.csv,-1,0.5,routine,0.59521484375,1,0.54150390625,0.54150390625
sim_0530,sim_530,1306140662,1306140662,11315,vaccine_settings_530.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_530.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_530.csv,-1,0.5,routine,0.34521484375,1,0.79150390625,0.79150390625
sim_0531,sim_531,533472818,533472818,11315,vaccine_settings_531.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_531.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_531.csv,-1,0.5,routine,0.84521484375,1,0.29150390625,0.29150390625
sim_0532,sim_532,726639779,726639779,11315,vaccine_settings_532.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_532.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_532.csv,-1,0.5,routine,0.47021484375,1,0.66650390625,0.66650390625
sim_0533,sim_533,1499307623,1499307623,11315,vaccine_settings_533.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_533.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_533.csv,-1,0.5,routine,0.97021484375,1,0.16650390625,0.16650390625
sim_0534,sim_534,1112973701,1112973701,11315,vaccine_settings_534.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_534.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_534.csv,-1,0.5,routine,0.22021484375,1,0.41650390625,0.41650390625
sim_0535,sim_535,340305857,340305857,11315,vaccine_settings_535.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_535.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_535.csv,-1,0.5,routine,0.72021484375,1,0.91650390625,0.91650390625
sim_0552,sim_552,364451727,364451727,11315,vaccine_settings_552.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_552.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_552.csv,-1,0.5,routine,0.45458984375,1,0.11962890625,0.11962890625
sim_0553,sim_553,1137119571,1137119571,11315,vaccine_settings_553.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_553.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_553.csv,-1,0.5,routine,0.95458984375,1,0.61962890625,0.61962890625
sim_0554,sim_554,1523453493,1523453493,11315,vaccine_settings_554.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_554.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_554.csv,-1,0.5,routine,0.20458984375,1,0.86962890625,0.86962890625
sim_0555,sim_555,750785649,750785649,11315,vaccine_settings_555.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_555.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_555.csv,-1,0.5,routine,0.70458984375,1,0.36962890625,0.36962890625
sim_0564,sim_564,702493909,702493909,11315,vaccine_settings_564.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_564.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_564.csv,-1,0.5,routine,0.23583984375,1,0.21337890625,0.21337890625
sim_0565,sim_565,1475161752,1475161752,11315,vaccine_settings_565.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_565.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_565.csv,-1,0.5,routine,0.73583984375,1,0.71337890625,0.71337890625
sim_0566,sim_566,1088827831,1088827831,11315,vaccine_settings_566.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_566.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_566.csv,-1,0.5,routine,0.48583984375,1,0.96337890625,0.96337890625
sim_0567,sim_567,316159987,316159987,11315,vaccine_settings_567.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_567.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_567.csv,-1,0.5,routine,0.98583984375,1,0.46337890625,0.46337890625
sim_0572,sim_572,412743468,412743468,11315,vaccine_settings_572.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_572.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_572.csv,-1,0.5,routine,0.42333984375,1,0.40087890625,0.40087890625
sim_0573,sim_573,1185411311,1185411311,11315,vaccine_settings_573.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_573.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_573.csv,-1,0.5,routine,0.92333984375,1,0.90087890625,0.90087890625
sim_0574,sim_574,799077389,799077389,11315,vaccine_settings_574.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_574.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_574.csv,-1,0.5,routine,0.17333984375,1,0.65087890625,0.65087890625
sim_0575,sim_575,26409546,26409546,11315,vaccine_settings_575.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_575.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_575.csv,-1,0.5,routine,0.67333984375,1,0.15087890625,0.15087890625
sim_0576,sim_576,38482481,38482481,11315,vaccine_settings_576.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_576.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_576.csv,-1,0.5,routine,0.02490234375,1,0.62744140625,0.62744140625
sim_0577,sim_577,811150324,811150324,11315,vaccine_settings_577.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_577.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_577.csv,-1,0.5,routine,0.52490234375,1,0.12744140625,0.12744140625
sim_0578,sim_578,1197484246,1197484246,11315,vaccine_settings_578.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_578.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_578.csv,-1,0.5,routine,0.27490234375,1,0.37744140625,0.37744140625
sim_0579,sim_579,424816403,424816403,11315,vaccine_settings_579.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_579.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_579.csv,-1,0.5,routine,0.77490234375,1,0.87744140625,0.87744140625
sim_0584,sim_584,328232922,328232922,11315,vaccine_settings_584.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_584.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_584.csv,-1,0.5,routine,0.33740234375,1,0.93994140625,0.93994140625
sim_0585,sim_585,1100900766,1100900766,11315,vaccine_settings_585.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_585.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_585.csv,-1,0.5,routine,0.83740234375,1,0.43994140625,0.43994140625
sim_0586,sim_586,1487234688,1487234688,11315,vaccine_settings_586.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_586.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_586.csv,-1,0.5,routine,0.08740234375,1,0.18994140625,0.18994140625
sim_0587,sim_587,714566844,714566844,11315,vaccine_settings_587.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_587.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_587.csv,-1,0.5,routine,0.58740234375,1,0.68994140625,0.68994140625
sim_0588,sim_588,521399883,521399883,11315,vaccine_settings_588.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_588.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_588.csv,-1,0.5,routine,0.21240234375,1,0.31494140625,0.31494140625
sim_0589,sim_589,1294067727,1294067727,11315,vaccine_settings_589.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_589.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_589.csv,-1,0.5,routine,0.71240234375,1,0.81494140625,0.81494140625
sim_0590,sim_590,907733805,907733805,11315,vaccine_settings_590.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_590.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_590.csv,-1,0.5,routine,0.46240234375,1,0.56494140625,0.56494140625
sim_0591,sim_591,135065961,135065961,11315,vaccine_settings_591.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_591.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_591.csv,-1,0.5,routine,0.96240234375,1,0.06494140625,0.06494140625
sim_0596,sim_596,762858584,762858584,11315,vaccine_settings_596.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_596.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_596.csv,-1,0.5,routine,0.11865234375,1,0.84619140625,0.84619140625
sim_0597,sim_597,1535526428,1535526428,11315,vaccine_settings_597.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_597.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_597.csv,-1,0.5,routine,0.61865234375,1,0.34619140625,0.34619140625
sim_0598,sim_598,1149192506,1149192506,11315,vaccine_settings_598.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_598.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_598.csv,-1,0.5,routine,0.36865234375,1,0.09619140625,0.09619140625
sim_0599,sim_599,376524663,376524663,11315,vaccine_settings_599.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_599.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_599.csv,-1,0.5,routine,0.86865234375,1,0.59619140625,0.59619140625
sim_0600,sim_600,279941182,279941182,11315,vaccine_settings_600.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_600.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_600.csv,-1,0.5,routine,0.18115234375,1,0.15869140625,0.15869140625
sim_0601,sim_601,1052609026,1052609026,11315,vaccine_settings_601.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_601.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_601.csv,-1,0.5,routine,0.68115234375,1,0.65869140625,0.65869140625
sim_0602,sim_602,1438942947,1438942947,11315,vaccine_settings_602.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_602.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_602.csv,-1,0.5,routine,0.43115234375,1,0.90869140625,0.90869140625
sim_0603,sim_603,666275104,666275104,11315,vaccine_settings_603.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_603.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_603.csv,-1,0.5,routine,0.93115234375,1,0.40869140625,0.40869140625
sim_0604,sim_604,473108143,473108143,11315,vaccine_settings_604.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_604.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_604.csv,-1,0.5,routine,0.30615234375,1,0.53369140625,0.53369140625
sim_0605,sim_605,1245775986,1245775986,11315,vaccine_settings_605.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_605.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_605.csv,-1,0.5,routine,0.80615234375,1,0.03369140625,0.03369140625
sim_0606,sim_606,859442065,859442065,11315,vaccine_settings_606.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_606.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_606.csv,-1,0.5,routine,0.05615234375,1,0.28369140625,0.28369140625
sim_0607,sim_607,86774221,86774221,11315,vaccine_settings_607.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_607.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_607.csv,-1,0.5,routine,0.55615234375,1,0.78369140625,0.78369140625
sim_0608,sim_608,62628351,62628351,11315,vaccine_settings_608.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_608.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_608.csv,-1,0.5,routine,0.25927734375,1,0.23681640625,0.23681640625
sim_0609,sim_609,835296195,835296195,11315,vaccine_settings_609.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_609.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_609.csv,-1,0.5,routine,0.75927734375,1,0.73681640625,0.73681640625
sim_0610,sim_610,1221630116,1221630116,11315,vaccine_settings_610.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_610.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_610.csv,-1,0.5,routine,0.00927734375,1,0.98681640625,0.98681640625
sim_0611,sim_611,448962273,448962273,11315,vaccine_settings_611.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_611.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_611.csv,-1,0.5,routine,0.50927734375,1,0.48681640625,0.48681640625
sim_0612,sim_612,642129234,642129234,11315,vaccine_settings_612.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_612.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_612.csv,-1,0.5,routine,0.13427734375,1,0.61181640625,0.61181640625
sim_0613,sim_613,1414797077,1414797077,11315,vaccine_settings_613.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_613.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_613.csv,-1,0.5,routine,0.63427734375,1,0.11181640625,0.11181640625
sim_0614,sim_614,1028463155,1028463155,11315,vaccine_settings_614.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_614.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_614.csv,-1,0.5,routine,0.38427734375,1,0.36181640625,0.36181640625
sim_0615,sim_615,255795312,255795312,11315,vaccine_settings_615.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_615.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_615.csv,-1,0.5,routine,0.88427734375,1,0.86181640625,0.86181640625
sim_0620,sim_620,545545753,545545753,11315,vaccine_settings_620.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_620.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_620.csv,-1,0.5,routine,0.44677734375,1,0.79931640625,0.79931640625
sim_0621,sim_621,1318213597,1318213597,11315,vaccine_settings_621.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_621.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_621.csv,-1,0.5,routine,0.94677734375,1,0.29931640625,0.29931640625
sim_0622,sim_622,931879675,931879675,11315,vaccine_settings_622.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_622.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_622.csv,-1,0.5,routine,0.19677734375,1,0.04931640625,0.04931640625
sim_0623,sim_623,159211832,159211832,11315,vaccine_settings_623.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_623.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_623.csv,-1,0.5,routine,0.69677734375,1,0.54931640625,0.54931640625
sim_0632,sim_632,207503572,207503572,11315,vaccine_settings_632.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_632.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_632.csv,-1,0.5,routine,0.41552734375,1,0.70556640625,0.70556640625
sim_0633,sim_633,980171415,980171415,11315,vaccine_settings_633.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_633.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_633.csv,-1,0.5,routine,0.91552734375,1,0.20556640625,0.20556640625
sim_0634,sim_634,1366505337,1366505337,11315,vaccine_settings_634.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_634.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_634.csv,-1,0.5,routine,0.16552734375,1,0.45556640625,0.45556640625
sim_0635,sim_635,593837494,593837494,11315,vaccine_settings_635.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_635.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_635.csv,-1,0.5,routine,0.66552734375,1,0.95556640625,0.95556640625
sim_0636,sim_636,400670533,400670533,11315,vaccine_settings_636.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_636.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_636.csv,-1,0.5,routine,0.04052734375,1,0.08056640625,0.08056640625
sim_0637,sim_637,1173338376,1173338376,11315,vaccine_settings_637.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_637.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_637.csv,-1,0.5,routine,0.54052734375,1,0.58056640625,0.58056640625
sim_0638,sim_638,787004454,787004454,11315,vaccine_settings_638.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_638.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_638.csv,-1,0.5,routine,0.29052734375,1,0.83056640625,0.83056640625
sim_0639,sim_639,14336611,14336611,11315,vaccine_settings_639.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_639.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_639.csv,-1,0.5,routine,0.79052734375,1,0.33056640625,0.33056640625
sim_0640,sim_640,20373078,20373078,11315,vaccine_settings_640.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_640.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_640.csv,-1,0.5,routine,0.20849609375,1,0.10791015625,0.10791015625
sim_0641,sim_641,793040922,793040922,11315,vaccine_settings_641.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_641.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_641.csv,-1,0.5,routine,0.70849609375,1,0.60791015625,0.60791015625
sim_0642,sim_642,1179374844,1179374844,11315,vaccine_settings_642.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_642.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_642.csv,-1,0.5,routine,0.45849609375,1,0.85791015625,0.85791015625
sim_0643,sim_643,406707000,406707000,11315,vaccine_settings_643.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_643.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_643.csv,-1,0.5,routine,0.95849609375,1,0.35791015625,0.35791015625
sim_0644,sim_644,599873961,599873961,11315,vaccine_settings_644.txt,.,reporting.txt,disease_rates.csv,Locations20160720.csv,trajectories_31.txt,birthdeath.csv,daily_foi_644.csv,initial_foi_iquitos.csv,686,1,1,0.3,AegyptiPars_644.csv,-1,0.5,routine,0.33349609375,1,0.73291015625,0.73291015625
